Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
10,0.140196,0.461740,0.445489,0.477992,0.953141,0.342053,0.166145,0.469780,0.455718,0.483841,0.951652,0.351063
20,0.217922,0.535626,0.551194,0.520058,0.958593,0.442914,0.301657,0.614029,0.611811,0.616247,0.977362,0.484306
30,0.275338,0.556100,0.604100,0.508100,0.915955,0.508699,0.378558,0.635519,0.645014,0.626025,0.940073,0.537448
40,0.280920,0.595381,0.639758,0.551004,0.904271,0.553628,0.439381,0.707140,0.718431,0.695849,0.942576,0.610224
50,0.355082,0.584332,0.628284,0.540381,0.889663,0.555388,0.464103,0.721799,0.740303,0.703295,0.932904,0.646229
60,0.369619,0.607615,0.655529,0.559701,0.893444,0.574805,0.534357,0.746466,0.751546,0.741386,0.954490,0.646131
70,0.373731,0.633402,0.668524,0.598280,0.919991,0.578371,0.542699,0.765656,0.758736,0.772575,0.968320,0.646124
80,0.376619,0.631821,0.667378,0.596263,0.924239,0.576034,0.550668,0.771772,0.766681,0.776863,0.965655,0.656137
90,0.382765,0.631956,0.667310,0.596602,0.921317,0.576258,0.550085,0.772348,0.767320,0.777376,0.968711,0.655140
100,0.380883,0.632159,0.666404,0.597914,0.915824,0.577967,0.549671,0.774016,0.768394,0.779638,0.966256,0.657830
110,0.384051,0.633801,0.667062,0.600541,0.920655,0.576915,0.555300,0.774712,0.769010,0.780415,0.965304,0.658824
120,0.381029,0.633258,0.666678,0.599839,0.919750,0.576988,0.552406,0.775018,0.769186,0.780851,0.965913,0.658821
130,0.380318,0.633921,0.667242,0.600600,0.920447,0.576860,0.553336,0.775314,0.769481,0.781146,0.966138,0.659250
140,0.383090,0.633434,0.666818,0.600049,0.921503,0.575946,0.553116,0.775345,0.769316,0.781376,0.966560,0.658669
150,0.382799,0.632129,0.667855,0.596402,0.921573,0.576446,0.553424,0.774968,0.768938,0.780997,0.966604,0.658165
160,0.383477,0.630853,0.666671,0.595035,0.920919,0.575948,0.555739,0.775453,0.769702,0.781205,0.966605,0.658953
