Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
10,0.205835,0.406409,0.499542,0.313276,0.837460,0.439287,0.238614,0.452498,0.530181,0.374815,0.849247,0.463108
20,0.351498,0.492472,0.576153,0.408791,0.821844,0.523989,0.530780,0.615366,0.666830,0.563902,0.883495,0.579373
30,0.404112,0.487657,0.563594,0.411721,0.693344,0.593222,0.591184,0.614434,0.662234,0.566634,0.815299,0.615065
40,0.433479,0.513564,0.588210,0.438919,0.709656,0.616503,0.714258,0.686604,0.722446,0.650762,0.848360,0.670116
50,0.473394,0.506926,0.583050,0.430802,0.698497,0.620894,0.733615,0.699886,0.735742,0.664032,0.836068,0.710240
60,0.525622,0.529839,0.592529,0.467150,0.718864,0.623952,0.803475,0.725690,0.749415,0.701965,0.870972,0.696491
70,0.552810,0.559507,0.612966,0.506048,0.752604,0.623935,0.828470,0.762960,0.779224,0.746696,0.899555,0.712936
80,0.559016,0.557368,0.615196,0.499540,0.740565,0.627026,0.830485,0.770191,0.786199,0.754183,0.898310,0.723576
90,0.557356,0.557008,0.613974,0.500041,0.746340,0.632967,0.832416,0.771691,0.786524,0.756858,0.904734,0.719494
100,0.563450,0.558443,0.611701,0.505185,0.739332,0.634147,0.832916,0.775090,0.789559,0.760622,0.900399,0.726008
110,0.563249,0.559321,0.613632,0.505010,0.740094,0.634366,0.832511,0.775767,0.791158,0.760377,0.899835,0.728523
120,0.563631,0.559849,0.613211,0.506486,0.742187,0.632406,0.833086,0.776600,0.791833,0.761366,0.900639,0.728938
130,0.562190,0.559363,0.613482,0.505244,0.740090,0.636170,0.833380,0.778194,0.795009,0.761381,0.900660,0.732794
140,0.561794,0.557877,0.612009,0.503746,0.744126,0.629583,0.833407,0.778569,0.795543,0.761596,0.902418,0.731998
150,0.563444,0.558807,0.613076,0.504539,0.747914,0.629225,0.832959,0.778148,0.794614,0.761682,0.900982,0.732181
160,0.563943,0.560863,0.613500,0.508227,0.744398,0.630863,0.832626,0.778365,0.795188,0.761543,0.900587,0.732712
