Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
10,0.186287,0.446672,0.446346,0.446997,0.946933,0.346692,0.226983,0.472312,0.454842,0.489782,0.950548,0.347756
20,0.319578,0.527680,0.529407,0.525953,0.961088,0.418094,0.477499,0.579587,0.557251,0.601924,0.976890,0.430780
30,0.382450,0.532460,0.548957,0.515963,0.935710,0.439542,0.542733,0.591649,0.566046,0.617252,0.959642,0.444164
40,0.407248,0.574220,0.594891,0.553548,0.940786,0.489615,0.666161,0.650886,0.625348,0.676425,0.965414,0.503446
50,0.461416,0.556367,0.562563,0.550172,0.928229,0.461912,0.693158,0.658592,0.624480,0.692703,0.956764,0.505018
60,0.501307,0.585649,0.602547,0.568751,0.941470,0.495054,0.765341,0.682347,0.644307,0.720386,0.968238,0.517403
70,0.530909,0.605891,0.609753,0.602028,0.952991,0.500046,0.796794,0.699339,0.641811,0.756867,0.978310,0.509813
80,0.534407,0.605672,0.608274,0.603071,0.951440,0.499363,0.805384,0.704154,0.647225,0.761084,0.979627,0.514760
90,0.534640,0.603174,0.603141,0.603207,0.952135,0.494102,0.816428,0.703189,0.644794,0.761583,0.981640,0.511090
100,0.541033,0.604406,0.603195,0.605617,0.952106,0.494179,0.813798,0.704675,0.644495,0.764856,0.980514,0.511202
110,0.543601,0.606686,0.603240,0.610131,0.952180,0.493529,0.813202,0.704842,0.644305,0.765379,0.980120,0.510954
120,0.540341,0.605772,0.602489,0.609056,0.952298,0.492321,0.815439,0.705046,0.644291,0.765800,0.980272,0.510782
130,0.540042,0.605358,0.602657,0.608058,0.952175,0.492720,0.816784,0.704633,0.643708,0.765558,0.979926,0.510428
140,0.541972,0.602312,0.597352,0.607271,0.943291,0.493341,0.811747,0.704594,0.643563,0.765624,0.980575,0.509884
150,0.541170,0.603600,0.601987,0.605213,0.951558,0.492471,0.816924,0.704447,0.643283,0.765612,0.980322,0.509819
160,0.538632,0.601969,0.600604,0.603334,0.950127,0.491884,0.815311,0.704868,0.643640,0.766096,0.980144,0.509962
