Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
10,0.139911,0.435470,0.419085,0.451856,0.957277,0.322559,0.165950,0.465177,0.436130,0.494224,0.956204,0.334244
20,0.217982,0.518618,0.492942,0.544294,0.970292,0.379953,0.301431,0.577118,0.534263,0.619972,0.985024,0.404912
30,0.276713,0.545610,0.537390,0.553830,0.948271,0.422776,0.380802,0.605026,0.567884,0.642169,0.970780,0.442441
40,0.281390,0.590582,0.595382,0.585782,0.958130,0.482188,0.439145,0.668114,0.638345,0.697883,0.975034,0.512264
50,0.357251,0.578873,0.580099,0.577648,0.943937,0.476557,0.463676,0.686613,0.662625,0.710601,0.967192,0.542534
60,0.370958,0.610126,0.620070,0.600181,0.958829,0.507708,0.535794,0.711626,0.680118,0.743136,0.978948,0.553860
70,0.373808,0.624332,0.621218,0.627447,0.965142,0.506208,0.542430,0.726806,0.680362,0.773250,0.987003,0.549544
80,0.377732,0.626255,0.622232,0.630277,0.964259,0.507551,0.550943,0.733088,0.689138,0.777038,0.987372,0.559133
90,0.383364,0.623878,0.618377,0.629378,0.966526,0.503028,0.550317,0.733237,0.688902,0.777570,0.989453,0.557377
100,0.381572,0.625158,0.619444,0.630873,0.966187,0.503984,0.550832,0.734896,0.689876,0.779916,0.988684,0.559128
110,0.384616,0.627270,0.619520,0.635020,0.966572,0.503604,0.554540,0.735389,0.690030,0.780748,0.988350,0.559240
120,0.381618,0.626870,0.619843,0.633897,0.966520,0.503976,0.552835,0.735558,0.689919,0.781197,0.988552,0.558976
130,0.381067,0.626611,0.619500,0.633722,0.966451,0.503407,0.553204,0.735838,0.690186,0.781492,0.988268,0.559602
140,0.383647,0.624564,0.614535,0.634592,0.957777,0.503826,0.553498,0.736121,0.690502,0.781740,0.988522,0.559588
150,0.383166,0.625811,0.619580,0.632041,0.965157,0.503977,0.553966,0.735904,0.690480,0.781329,0.988383,0.559615
160,0.383470,0.624243,0.618830,0.629656,0.964960,0.503710,0.555499,0.736066,0.690602,0.781530,0.988433,0.559767
