Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
10,0.191163,0.339612,0.435066,0.244158,0.574095,0.583972,0.217396,0.376400,0.463390,0.289410,0.611460,0.559153
20,0.333048,0.441521,0.527462,0.355581,0.658306,0.588919,0.524433,0.603858,0.674155,0.533561,0.785369,0.652406
30,0.384792,0.445498,0.524249,0.366747,0.569631,0.681000,0.561692,0.610042,0.681729,0.538354,0.728214,0.727233
40,0.415109,0.446448,0.515789,0.377108,0.588994,0.662836,0.692685,0.683356,0.740818,0.625895,0.792507,0.748914
50,0.446704,0.466739,0.548312,0.385166,0.596970,0.709093,0.711700,0.694898,0.748068,0.641727,0.784781,0.777480
60,0.505007,0.512479,0.589525,0.435432,0.632518,0.694020,0.803516,0.735928,0.781433,0.690422,0.834927,0.771347
70,0.517031,0.527478,0.594300,0.460656,0.646563,0.703116,0.828470,0.778982,0.818866,0.739099,0.870177,0.793700
80,0.536383,0.536326,0.604083,0.468568,0.650143,0.704164,0.830394,0.784910,0.822610,0.747209,0.869650,0.800430
90,0.536579,0.541658,0.609784,0.473532,0.666332,0.693303,0.832416,0.789276,0.826906,0.751645,0.878832,0.797988
100,0.542141,0.540860,0.605320,0.476401,0.660741,0.693730,0.833084,0.791704,0.827613,0.755794,0.876257,0.801000
110,0.541971,0.543778,0.609552,0.478006,0.660236,0.699580,0.832680,0.792668,0.829290,0.756046,0.875604,0.804029
120,0.541562,0.542675,0.608622,0.476728,0.659827,0.698748,0.833086,0.793252,0.829576,0.756929,0.876921,0.803532
130,0.540777,0.543970,0.610906,0.477034,0.661934,0.700376,0.833380,0.792519,0.828158,0.756881,0.876572,0.801978
140,0.540331,0.543725,0.609568,0.477883,0.664181,0.695180,0.833409,0.793672,0.830255,0.757089,0.878729,0.802830
150,0.541631,0.542126,0.607568,0.476684,0.662258,0.694335,0.833045,0.793060,0.828945,0.757176,0.877853,0.801823
160,0.542236,0.542365,0.605840,0.478889,0.660904,0.692661,0.832518,0.792881,0.829126,0.756635,0.877349,0.802126
