Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
5,0.073928,0.329387,0.446992,0.211781,0.897467,0.373228,0.096263,0.344930,0.457164,0.232696,0.909882,0.373926
10,0.140150,0.379560,0.511661,0.247459,0.901312,0.424809,0.192429,0.418887,0.537235,0.300540,0.920293,0.440294
15,0.216826,0.439654,0.596839,0.282470,0.843335,0.547478,0.300286,0.504370,0.620009,0.388732,0.846119,0.572785
20,0.244262,0.463843,0.592613,0.335071,0.862420,0.538767,0.389318,0.561458,0.658550,0.464365,0.892639,0.597381
25,0.288692,0.484411,0.611873,0.356949,0.821344,0.577547,0.480680,0.619150,0.693613,0.544686,0.878546,0.637630
30,0.315441,0.521912,0.637341,0.406483,0.835336,0.601972,0.527049,0.631408,0.704530,0.558286,0.913951,0.635104
35,0.352873,0.536347,0.651529,0.421165,0.811293,0.618504,0.559359,0.644827,0.703229,0.586425,0.913559,0.623876
40,0.363827,0.541524,0.645618,0.437430,0.801574,0.616089,0.584968,0.644201,0.702762,0.585639,0.920678,0.612707
45,0.367100,0.549221,0.641604,0.456838,0.814081,0.618463,0.616600,0.665406,0.721231,0.609581,0.932955,0.633325
50,0.371976,0.531417,0.633904,0.428930,0.770142,0.639654,0.650956,0.690739,0.725114,0.656365,0.927063,0.633673
55,0.368260,0.534304,0.635270,0.433339,0.758337,0.650028,0.661943,0.692324,0.724651,0.659996,0.927145,0.636860
60,0.377117,0.517603,0.615987,0.419219,0.742403,0.641192,0.654399,0.693594,0.722478,0.664711,0.923408,0.635859
65,0.378308,0.504715,0.597226,0.412203,0.725769,0.639593,0.668376,0.691594,0.715664,0.667524,0.923428,0.627984
70,0.365236,0.499769,0.596932,0.402606,0.714462,0.646087,0.670811,0.695360,0.718926,0.671794,0.922626,0.630542
75,0.370868,0.491295,0.588418,0.394172,0.699826,0.646217,0.672475,0.697507,0.720866,0.674148,0.923850,0.632314
80,0.374230,0.501774,0.594594,0.408956,0.706713,0.647482,0.674733,0.694344,0.718486,0.670203,0.922826,0.629355
