Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
5,0.055269,0.385738,0.494002,0.277475,0.735486,0.506462,0.072530,0.367901,0.492590,0.243316,0.716086,0.503373
10,0.121467,0.470308,0.594144,0.346472,0.703611,0.667179,0.189944,0.519956,0.638923,0.400989,0.728350,0.689450
15,0.182095,0.502884,0.634498,0.371270,0.694238,0.720762,0.250413,0.551900,0.675607,0.428192,0.738466,0.733906
20,0.258610,0.525115,0.652178,0.398052,0.707796,0.727528,0.371030,0.602963,0.713198,0.492728,0.764736,0.754316
25,0.285738,0.465123,0.576602,0.353645,0.578974,0.762920,0.410387,0.598639,0.702041,0.495237,0.714055,0.781060
30,0.301791,0.513338,0.622357,0.404320,0.651184,0.739064,0.477093,0.657040,0.748900,0.565179,0.830596,0.735497
35,0.293734,0.451413,0.543813,0.359013,0.598049,0.719632,0.514039,0.655419,0.730746,0.580092,0.826379,0.717542
40,0.303735,0.475228,0.573062,0.377394,0.609818,0.725763,0.537173,0.677109,0.747817,0.606401,0.851074,0.724833
45,0.311130,0.462027,0.557644,0.366411,0.606618,0.718166,0.574707,0.672351,0.737273,0.607429,0.859810,0.696270
50,0.350941,0.478408,0.560726,0.396092,0.623951,0.700453,0.607736,0.691783,0.737227,0.646338,0.870800,0.690951
55,0.354897,0.474661,0.553657,0.395665,0.602589,0.722068,0.612366,0.698686,0.743239,0.654134,0.858996,0.710637
60,0.354170,0.480547,0.559968,0.401126,0.593542,0.733285,0.619179,0.703894,0.744960,0.662826,0.861466,0.710734
65,0.356557,0.467397,0.549901,0.384893,0.575004,0.752197,0.630945,0.707970,0.745858,0.670083,0.856956,0.716953
70,0.346337,0.467323,0.548428,0.386218,0.572473,0.750628,0.632016,0.708432,0.748332,0.668532,0.855890,0.716328
75,0.354666,0.471797,0.552451,0.391143,0.574122,0.753088,0.630127,0.707529,0.747478,0.667579,0.856236,0.715818
80,0.353937,0.473832,0.557612,0.390052,0.581487,0.750050,0.629310,0.708714,0.748233,0.669195,0.853868,0.718322
