Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
5,0.026953,0.310525,0.445594,0.175456,0.928475,0.350192,0.059715,0.323727,0.444741,0.202714,0.918658,0.358903
10,0.107872,0.382704,0.512505,0.252903,0.895650,0.431346,0.120671,0.410396,0.541954,0.278840,0.903665,0.460622
15,0.190765,0.466790,0.599709,0.333872,0.869176,0.549083,0.282133,0.509816,0.624989,0.394643,0.875620,0.558796
20,0.281315,0.470242,0.589694,0.350790,0.888248,0.520361,0.416158,0.561778,0.633811,0.489745,0.922043,0.545733
25,0.323997,0.512648,0.635042,0.390254,0.799745,0.613554,0.480729,0.599898,0.687545,0.512252,0.871294,0.644392
30,0.303680,0.500031,0.633903,0.366160,0.804314,0.626104,0.521494,0.629160,0.713367,0.544952,0.911092,0.649450
35,0.357987,0.521216,0.635951,0.406480,0.765884,0.644434,0.550497,0.643244,0.705817,0.580670,0.890222,0.648247
40,0.383299,0.536494,0.653448,0.419540,0.805336,0.633854,0.577582,0.649804,0.705630,0.593977,0.907948,0.636068
45,0.354056,0.512992,0.615816,0.410169,0.826384,0.566070,0.608205,0.647587,0.681045,0.614129,0.953925,0.578012
50,0.392784,0.534095,0.632562,0.435629,0.774374,0.630023,0.640396,0.678201,0.707954,0.648448,0.933131,0.617024
55,0.406703,0.535997,0.628954,0.443040,0.750186,0.631498,0.670085,0.692833,0.709100,0.676566,0.931941,0.623307
60,0.425220,0.537030,0.620579,0.453482,0.765432,0.617261,0.674926,0.693482,0.704245,0.682719,0.924830,0.620520
65,0.411136,0.531888,0.614613,0.449163,0.750371,0.613902,0.681249,0.686866,0.692798,0.680933,0.920348,0.608320
70,0.414061,0.530618,0.613500,0.447736,0.755948,0.611254,0.682320,0.685909,0.694061,0.677757,0.920484,0.609325
75,0.409316,0.526561,0.614375,0.438746,0.756838,0.611736,0.683430,0.691012,0.699110,0.682914,0.922720,0.614148
80,0.401679,0.525730,0.610272,0.441188,0.750772,0.612674,0.684576,0.690981,0.697380,0.684583,0.923017,0.612412
