Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
5,0.057021,0.439158,0.534224,0.344092,0.871498,0.481894,0.070443,0.416249,0.542183,0.290315,0.840892,0.497339
10,0.122871,0.489830,0.612841,0.366819,0.781667,0.628466,0.191311,0.536084,0.653182,0.418987,0.784204,0.663856
15,0.183283,0.526175,0.658052,0.394298,0.753420,0.695213,0.250220,0.569254,0.695266,0.443241,0.778168,0.725096
20,0.261975,0.546250,0.672777,0.419722,0.755178,0.717583,0.377787,0.631312,0.736776,0.525849,0.812671,0.752224
25,0.298094,0.521152,0.635943,0.406360,0.659506,0.750837,0.426372,0.648590,0.749354,0.547826,0.781328,0.788932
30,0.302101,0.562337,0.672720,0.451955,0.735625,0.713398,0.483474,0.684224,0.771898,0.596550,0.865700,0.744280
35,0.302085,0.482456,0.583687,0.381223,0.642363,0.717176,0.529872,0.681742,0.752942,0.610542,0.862488,0.723513
40,0.306311,0.511613,0.619150,0.404077,0.679706,0.701016,0.552939,0.696270,0.761434,0.631106,0.884176,0.717156
45,0.326040,0.511609,0.612186,0.411032,0.672405,0.716508,0.591929,0.705536,0.761873,0.649199,0.909896,0.696612
50,0.351735,0.501079,0.593159,0.408999,0.662720,0.691571,0.612769,0.716423,0.752460,0.680385,0.916600,0.686922
55,0.359155,0.491032,0.573306,0.408757,0.635110,0.692532,0.635615,0.721393,0.756794,0.685992,0.900155,0.700762
60,0.351144,0.503062,0.585531,0.420595,0.629506,0.704554,0.644543,0.725792,0.757087,0.694496,0.900959,0.702117
65,0.356215,0.491403,0.572230,0.410575,0.613760,0.715775,0.649970,0.726538,0.753952,0.699125,0.900031,0.701884
70,0.349802,0.492071,0.572184,0.411957,0.612808,0.735586,0.650804,0.725869,0.756161,0.695576,0.894125,0.705244
75,0.355927,0.484584,0.560238,0.408930,0.612488,0.712912,0.649167,0.726210,0.756438,0.695983,0.895596,0.704008
80,0.355288,0.488723,0.572859,0.404587,0.616755,0.727672,0.647547,0.726020,0.756155,0.695884,0.893287,0.704405
