Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
10,0.141148,0.221728,0.180831,0.262625,0.916868,0.123545,0.152944,0.224644,0.175110,0.274178,0.917258,0.121190
20,0.202410,0.253491,0.197405,0.309578,0.923582,0.132913,0.282234,0.285001,0.195050,0.374952,0.938072,0.130054
30,0.278461,0.279216,0.200210,0.358222,0.922181,0.137158,0.368035,0.323220,0.210697,0.435742,0.941892,0.137406
40,0.309588,0.297486,0.204166,0.390806,0.922105,0.139324,0.481109,0.359321,0.216884,0.501759,0.949675,0.139546
50,0.369471,0.319838,0.209896,0.429782,0.941932,0.139303,0.572672,0.390286,0.220736,0.559838,0.964603,0.140491
60,0.398830,0.326063,0.209867,0.442259,0.939184,0.138716,0.617453,0.402675,0.221778,0.583570,0.963598,0.139192
70,0.415021,0.327790,0.208449,0.447132,0.940382,0.137838,0.653757,0.420848,0.221820,0.619876,0.973579,0.138151
80,0.424265,0.333009,0.208388,0.457629,0.943153,0.137637,0.667434,0.423083,0.221790,0.624376,0.975443,0.137781
90,0.434065,0.330017,0.208922,0.451112,0.939422,0.137921,0.672755,0.424754,0.221934,0.627575,0.973949,0.137871
100,0.431232,0.331178,0.208696,0.453661,0.939679,0.137758,0.662458,0.425192,0.221708,0.628676,0.975129,0.137566
110,0.432490,0.330556,0.208415,0.452697,0.941716,0.137522,0.672691,0.426201,0.221816,0.630585,0.975975,0.137503
120,0.434636,0.331572,0.209116,0.454028,0.944580,0.137649,0.672642,0.426651,0.221998,0.631304,0.976009,0.137637
130,0.437162,0.330157,0.209187,0.451127,0.944105,0.137624,0.673492,0.427894,0.222129,0.633658,0.976130,0.137717
140,0.434645,0.328682,0.209160,0.448204,0.943381,0.137757,0.677501,0.427494,0.222012,0.632977,0.975809,0.137612
150,0.434999,0.327383,0.209121,0.445644,0.943998,0.137583,0.673684,0.427914,0.222072,0.633755,0.976304,0.137619
160,0.436603,0.329571,0.209194,0.449948,0.944104,0.137609,0.673647,0.427654,0.221986,0.633323,0.976480,0.137530
