Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
5,0.045108,0.249740,0.397431,0.102048,0.835179,0.362854,0.055236,0.273140,0.421224,0.125055,0.833515,0.386162
10,0.098699,0.352357,0.526584,0.178130,0.740705,0.546412,0.177044,0.428549,0.569542,0.287555,0.752329,0.590618
15,0.189643,0.428969,0.582036,0.275902,0.696349,0.633277,0.262552,0.479922,0.610203,0.349642,0.718856,0.664934
20,0.263944,0.462458,0.599036,0.325880,0.705788,0.662490,0.407086,0.573626,0.683406,0.463845,0.780764,0.703645
25,0.308716,0.482505,0.607347,0.357662,0.668148,0.707408,0.455465,0.605999,0.713379,0.498619,0.772228,0.749233
30,0.333392,0.514500,0.635480,0.393520,0.742450,0.674134,0.519298,0.641688,0.741812,0.541566,0.857084,0.713047
35,0.323371,0.462046,0.581257,0.342835,0.654101,0.681893,0.562260,0.656729,0.739561,0.573898,0.852788,0.716843
40,0.336681,0.476068,0.585814,0.366321,0.667588,0.673406,0.576670,0.668306,0.744995,0.591618,0.863205,0.707209
45,0.353178,0.501961,0.611666,0.392255,0.680892,0.687135,0.633026,0.680654,0.747031,0.614277,0.893380,0.692572
50,0.383084,0.508405,0.606253,0.410556,0.679062,0.690320,0.650462,0.697046,0.747530,0.646563,0.899498,0.686523
55,0.404131,0.503531,0.612035,0.395027,0.676765,0.685007,0.649173,0.697981,0.744134,0.651828,0.892870,0.684900
60,0.394767,0.498186,0.586799,0.409572,0.648800,0.679230,0.670176,0.704686,0.747969,0.661403,0.891181,0.693008
65,0.369212,0.488052,0.583056,0.393049,0.631597,0.694601,0.697122,0.713696,0.750800,0.676593,0.895752,0.695786
70,0.367760,0.489884,0.582309,0.397457,0.633516,0.699096,0.691695,0.709130,0.748315,0.669945,0.891012,0.691987
75,0.379616,0.495062,0.590436,0.399688,0.637312,0.695382,0.689926,0.709523,0.749869,0.669177,0.892730,0.692961
80,0.389447,0.493079,0.583678,0.402480,0.633738,0.700850,0.689435,0.709401,0.748140,0.670662,0.889298,0.691679
