Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
5,0.054376,0.396901,0.485263,0.308539,0.932305,0.408848,0.065599,0.423032,0.506807,0.339258,0.936052,0.425341
10,0.110102,0.521823,0.636819,0.406827,0.889719,0.585114,0.169792,0.564153,0.667990,0.460317,0.899927,0.611950
15,0.174476,0.560863,0.684579,0.437146,0.841536,0.663960,0.209180,0.600207,0.714075,0.486340,0.863912,0.688763
20,0.237824,0.591574,0.703833,0.479314,0.858879,0.687714,0.333798,0.663258,0.754396,0.572118,0.889890,0.719509
25,0.272371,0.579087,0.693553,0.464621,0.781046,0.729404,0.376373,0.681373,0.772672,0.590074,0.862798,0.758168
30,0.272979,0.613310,0.718027,0.508594,0.839282,0.714198,0.413245,0.714413,0.790574,0.638252,0.918066,0.737031
35,0.269515,0.556617,0.662656,0.450578,0.757856,0.707020,0.468136,0.708939,0.776318,0.641560,0.908073,0.728444
40,0.273366,0.579976,0.689703,0.470249,0.785805,0.713729,0.483397,0.721359,0.777652,0.665066,0.928229,0.712979
45,0.285491,0.591506,0.685246,0.497767,0.795854,0.709874,0.525744,0.724843,0.773314,0.676373,0.945992,0.694481
50,0.307062,0.601104,0.685770,0.516437,0.789524,0.693884,0.550386,0.731567,0.760309,0.702824,0.946544,0.678126
55,0.320566,0.575451,0.660732,0.490169,0.764402,0.687667,0.577683,0.733157,0.757750,0.708564,0.935108,0.680170
60,0.319571,0.568498,0.646254,0.490742,0.739582,0.679493,0.580470,0.733505,0.755076,0.711934,0.931092,0.682441
65,0.321297,0.564128,0.644537,0.483721,0.730042,0.688057,0.590617,0.734680,0.752466,0.716896,0.930266,0.683671
70,0.309301,0.562721,0.640696,0.484747,0.725982,0.694739,0.591684,0.734238,0.753366,0.715111,0.928469,0.681798
75,0.316974,0.566242,0.644246,0.488237,0.726273,0.690181,0.594304,0.735318,0.755290,0.715346,0.928739,0.684317
80,0.309902,0.564117,0.643478,0.484756,0.726756,0.697080,0.596507,0.734541,0.752611,0.716471,0.926949,0.681896
