Epoch, mAP-Test, F-MABO-Ave-Test, FScore-Test, MABO-Test, Recall-Test, Precision-Test, mAP-Train, F-MABO-Ave-Train, FScore-Train, MABO-Train, Recall-Train, Precision-Train
10,0.136266,0.425533,0.404006,0.447060,0.957793,0.309667,0.162331,0.453510,0.422029,0.484991,0.955474,0.323045
20,0.202168,0.509962,0.482422,0.537503,0.970789,0.370203,0.284608,0.574214,0.527156,0.621270,0.985564,0.398143
30,0.264021,0.543172,0.531549,0.554796,0.948448,0.417376,0.368739,0.602737,0.562925,0.642550,0.971288,0.438420
40,0.276439,0.587641,0.589848,0.585434,0.958156,0.476271,0.421756,0.667078,0.634718,0.699438,0.976366,0.508831
50,0.348013,0.577373,0.576218,0.578529,0.944282,0.473214,0.446791,0.686910,0.662395,0.711424,0.967494,0.542962
60,0.361809,0.608996,0.616591,0.601401,0.959547,0.504120,0.515680,0.712027,0.679840,0.744214,0.979286,0.554031
70,0.363428,0.619650,0.617736,0.621563,0.965239,0.502966,0.513129,0.727766,0.680818,0.774715,0.987159,0.550652
80,0.365607,0.621480,0.618709,0.624251,0.963850,0.504049,0.521940,0.734014,0.689538,0.778489,0.987611,0.559913
90,0.368584,0.622809,0.615765,0.629853,0.967032,0.500350,0.515504,0.734384,0.689264,0.779502,0.989771,0.558216
100,0.367673,0.624275,0.616458,0.632092,0.966644,0.500927,0.516723,0.736023,0.690373,0.781673,0.988974,0.560188
110,0.370705,0.626379,0.616503,0.636255,0.966939,0.500583,0.520074,0.736374,0.690514,0.782235,0.988607,0.560302
120,0.369126,0.626215,0.617163,0.635267,0.966930,0.501326,0.520392,0.736476,0.690355,0.782596,0.988831,0.559985
130,0.367683,0.625560,0.616506,0.634615,0.966652,0.500636,0.519560,0.736848,0.690812,0.782883,0.988560,0.560827
140,0.369293,0.623596,0.611651,0.635542,0.958104,0.500899,0.520591,0.737068,0.691070,0.783066,0.988806,0.560687
150,0.368898,0.624915,0.616557,0.633273,0.965594,0.500897,0.519899,0.736894,0.691116,0.782673,0.988671,0.560864
160,0.369642,0.623316,0.615903,0.630729,0.965480,0.500669,0.521929,0.737148,0.691197,0.783098,0.988700,0.560994
